,Unnamed: 0,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin,all_review,preprocess_data,topic_sentiment
612,612, December 2019,5,Domestic,Economy,More than I expected!,The plane was very clean. The service was prompt with friendly staff. I would not hesitate to fly Allegiant again.,Allegiant,low-cost,USA,"['more', 'than', 'expected', 'the', 'plane', 'was', 'very', 'clean', 'the', 'service', 'was', 'prompt', 'with', 'friendly', 'staff', 'would', 'not', 'hesitate', 'to', 'fly', 'allegiant', 'again']",expected plane clean service prompt friendly staff hesitate fly allegiant,"{'service': (1, 'clean'), 'hesitate': (1, 'prompt'), 'staff': (1, 'friendly')}"
613,613, December 2019,5,Domestic,Economy,Friendly and on time,The main thing is to just get there close to the expected time and allegiant delivered on this trip.  Plus the convenience of a direct flight at an amazing price!  I also appreciate the more relaxed and friendly atmosphere among staff.  The pilot announcements were…,Allegiant,low-cost,USA,"['friendly', 'and', 'on', 'timethe', 'main', 'thing', 'is', 'to', 'just', 'get', 'there', 'close', 'to', 'the', 'expected', 'time', 'and', 'allegiant', 'delivered', 'on', 'this', 'trip', 'plus', 'the', 'convenience', 'of', 'direct', 'flight', 'at', 'an', 'amazing', 'price', 'also', 'appreciate', 'the', 'more', 'relaxed', 'and', 'friendly', 'atmosphere', 'among', 'staff', 'the', 'pilot', 'announcements', 'were']",friendly timethe main thing close expected time allegiant delivered trip plus convenience direct flight amazing price appreciate relaxed friendly atmosphere staff pilot announcements,"{'thing': (1, 'friendly'), 'convenience': (1.5, 'convenience'), 'flight': (1.5, 'convenience'), 'price': (1.5, 'convenience'), 'appreciate': (1, 'amazing'), 'announcements': (1, 'relaxed'), 'atmosphere': (1, 'friendly')}"
614,614, January 2020,1,Domestic,Economy,Thiefs,"I had a Gucci belt in my bag hidden in a side pocket and someone seemed to think it was theirs.  Once I realized it was gone and verified that I didnt leave it at home or my sister house whom I was visiting, it was too late to file claim.  I only had 4 hours after my flight to…",Allegiant,low-cost,USA,"['thiefsi', 'had', 'gucci', 'belt', 'in', 'my', 'bag', 'hidden', 'in', 'side', 'pocket', 'and', 'someone', 'seemed', 'to', 'think', 'it', 'was', 'theirs', 'once', 'realized', 'it', 'was', 'gone', 'and', 'verified', 'that', 'didnt', 'leave', 'it', 'at', 'home', 'or', 'my', 'sister', 'house', 'whom', 'was', 'visiting', 'it', 'was', 'too', 'late', 'to', 'file', 'claim', 'only', 'had', 'hours', 'after', 'my', 'flight', 'to']",thiefsi gucci belt bag hidden pocket think theirs realized gone verified didnt leave home sister house visiting late file claim hours flight,{}
615,615, December 2019,2,Domestic,Economy,Late going and coming home,"I had to laugh as we were walking to the airplane in mid-20 degree weather when my husband said...""we could have saved the money and walked from home"".  I'm sure it's not their fault, but there is quite a walk from the terminal to where the aircraft was staged.  Also ICY!  They…",Allegiant,low-cost,USA,"['late', 'going', 'and', 'coming', 'homei', 'had', 'to', 'laugh', 'as', 'we', 'were', 'walking', 'to', 'the', 'airplane', 'in', 'mid', 'degree', 'weather', 'when', 'my', 'husband', 'said', 'we', 'could', 'have', 'saved', 'the', 'money', 'and', 'walked', 'from', 'home', 'sure', 'it', 'not', 'their', 'fault', 'but', 'there', 'is', 'quite', 'walk', 'from', 'the', 'terminal', 'to', 'where', 'the', 'aircraft', 'was', 'staged', 'also', 'icy', 'they']",late going coming homei laugh walking airplane mid degree weather husband said saved money walked home sure fault walk terminal aircraft staged icy,"{'fault': (-1, 'fault')}"
616,616, December 2019,1,Domestic,Economy,USE ANY OTHER AIRLINE,"Flight got delayed about six times. Still saying that it will be here. Wish they would just cancel it as I live minuets away from the airport and I have a child seriously upset we aren’t going to Disney. PLEASE do not book with this airline, pay the extra money to book with…",Allegiant,low-cost,USA,"['use', 'any', 'other', 'airlineflight', 'got', 'delayed', 'about', 'six', 'times', 'still', 'saying', 'that', 'it', 'will', 'be', 'here', 'wish', 'they', 'would', 'just', 'cancel', 'it', 'as', 'live', 'minuets', 'away', 'from', 'the', 'airport', 'and', 'have', 'child', 'seriously', 'upset', 'we', 'aren', 'going', 'to', 'disney', 'please', 'do', 'not', 'book', 'with', 'this', 'airline', 'pay', 'the', 'extra', 'money', 'to', 'book', 'with']",use airlineflight got delayed times saying wish cancel live minuets away airport child seriously upset aren going disney book airline pay extra money book,"{'times': (-1, 'delayed'), 'aren': (-1, 'upset')}"
617,617, December 2019,1,Domestic,Economy,Like sitting in a lawn chair,"I would not recommend flying Allegiant!  While their prices are lower, they nickel and dime you for everything.  Bag check, carry on, seat numbers, water!!  The chairs are so uncomfortable and dont move at all, its like sitting in a lawn chair.  No wifi, so if you have a long…",Allegiant,low-cost,USA,"['like', 'sitting', 'in', 'lawn', 'chairi', 'would', 'not', 'recommend', 'flying', 'allegiant', 'while', 'their', 'prices', 'are', 'lower', 'they', 'nickel', 'and', 'dime', 'you', 'for', 'everything', 'bag', 'check', 'carry', 'on', 'seat', 'numbers', 'water', 'the', 'chairs', 'are', 'so', 'uncomfortable', 'and', 'dont', 'move', 'at', 'all', 'its', 'like', 'sitting', 'in', 'lawn', 'chair', 'no', 'wifi', 'so', 'if', 'you', 'have', 'long']",like sitting lawn chairi recommend flying allegiant prices lower nickel dime bag check carry seat numbers water chairs uncomfortable dont like sitting lawn chair wifi long,"{'chairs': (-1, 'uncomfortable'), 'bag check': (-1, 'like'), 'seat numbers': (-1, 'like')}"
618,618, November 2019,4,Mexico,Economy,Flew out of Sioux Falls,"Was a breeze checking in, not a lot of traffic in the airport in the morning. Plenty of parking. Uneventful flight. On time.",Allegiant,low-cost,USA,"['flew', 'out', 'of', 'sioux', 'fallswas', 'breeze', 'checking', 'in', 'not', 'lot', 'of', 'traffic', 'in', 'the', 'airport', 'in', 'the', 'morning', 'plenty', 'of', 'parking', 'uneventful', 'flight', 'on', 'time']",flew sioux fallswas breeze checking lot traffic airport morning plenty parking uneventful flight time,"{'breeze': (1, 'breeze'), 'traffic lot airport': (1, 'breeze'), 'time': (-1, 'uneventful')}"
619,619, January 2020,5,Domestic,Economy,"Round trip Fort Wayne, IN to Orlando, FL",Left Fort Wayne December 26 and returned January 2.  Both flights left and arrived on time.  Check in was fast and courteous.  Employees were courteous on both locations.  I appreciate the two free checked bag and one carryon for veterans.,Allegiant,low-cost,USA,"['round', 'trip', 'fort', 'wayne', 'in', 'to', 'orlando', 'flleft', 'fort', 'wayne', 'december', 'and', 'returned', 'january', 'both', 'flights', 'left', 'and', 'arrived', 'on', 'time', 'check', 'in', 'was', 'fast', 'and', 'courteous', 'employees', 'were', 'courteous', 'on', 'both', 'locations', 'appreciate', 'the', 'two', 'free', 'checked', 'bag', 'and', 'one', 'carryon', 'for', 'veterans']",round trip fort wayne orlando flleft fort wayne december returned january flights left arrived time check fast courteous employees courteous locations appreciate free checked bag carryon veterans,"{'employees': (1, 'courteous'), 'locations': (1, 'courteous'), 'veterans': (1, 'free'), 'wayne december': (1, 'appreciate'), 'flights': (1, 'appreciate')}"
620,620, January 2020,5,Domestic,Economy,Another Wonderful Flight,"We left Rockford Airport 9 minutes early and arrived Sarasota 22 minutes early. I have never been on an Allegiant flight that has late, most of the time a little early. I am sure it happens occasionally, but to me there is not a better run on time airlines. ",Allegiant,low-cost,USA,"['another', 'wonderful', 'flightwe', 'left', 'rockford', 'airport', 'minutes', 'early', 'and', 'arrived', 'sarasota', 'minutes', 'early', 'have', 'never', 'been', 'on', 'an', 'allegiant', 'flight', 'that', 'has', 'late', 'most', 'of', 'the', 'time', 'little', 'early', 'am', 'sure', 'it', 'happens', 'occasionally', 'but', 'to', 'me', 'there', 'is', 'not', 'better', 'run', 'on', 'time', 'airlines']",wonderful flightwe left rockford airport minutes early arrived sarasota minutes early allegiant flight late time little early sure happens occasionally better run time airlines,"{'flightwe': (1, 'wonderful'), 'sure': (-1, 'little'), 'time': (1, 'better')}"
621,621, December 2019,1,Domestic,Economy,"Last minute delay notifications, nickel and dime you airline",Checking flight delays with allegiant is useless. They will notify you last minute after you arrive at the terminal and keep you waiting. In my case 3 hour delay. The reason for the delay was due to a weather storm at my destination. This storm was well known in advance and a…,Allegiant,low-cost,USA,"['last', 'minute', 'delay', 'notifications', 'nickel', 'and', 'dime', 'you', 'airlinechecking', 'flight', 'delays', 'with', 'allegiant', 'is', 'useless', 'they', 'will', 'notify', 'you', 'last', 'minute', 'after', 'you', 'arrive', 'at', 'the', 'terminal', 'and', 'keep', 'you', 'waiting', 'in', 'my', 'case', 'hour', 'delay', 'the', 'reason', 'for', 'the', 'delay', 'was', 'due', 'to', 'weather', 'storm', 'at', 'my', 'destination', 'this', 'storm', 'was', 'well', 'known', 'in', 'advance', 'and']",minute delay notifications nickel dime airlinechecking flight delays allegiant useless notify minute arrive terminal waiting case hour delay reason delay weather storm destination storm known advance,"{'minute delay': (-1, 'delay'), 'flight delays': (-1, 'delay'), 'delay reason': (-1, 'delay'), 'delay': (-1, 'delays'), 'advance': (-1, 'delays'), 'terminal': (-1, 'useless')}"
622,622, December 2019,4,Domestic,Economy,Orlando alternative ,We recently took this flight for a trip to Orlando. Flight is direct and airport is smaller. Orlando is about a 3 hour drive but rental car will cost you less than per ticket cost to fly into Orlando. Recommend getting rental car outside of airport for considerably less. There's…,Allegiant,low-cost,USA,"['orlando', 'alternative', 'we', 'recently', 'took', 'this', 'flight', 'for', 'trip', 'to', 'orlando', 'flight', 'is', 'direct', 'and', 'airport', 'is', 'smaller', 'orlando', 'is', 'about', 'hour', 'drive', 'but', 'rental', 'car', 'will', 'cost', 'you', 'less', 'than', 'per', 'ticket', 'cost', 'to', 'fly', 'into', 'orlando', 'recommend', 'getting', 'rental', 'car', 'outside', 'of', 'airport', 'for', 'considerably', 'less', 'there']",orlando alternative recently took flight trip orlando flight direct airport smaller orlando hour drive rental car cost ticket cost fly orlando recommend getting rental car outside airport considerably,"{'orlando alternative': (1, 'recommend')}"
623,623, January 2020,3,Domestic,Economy,"Pleasantly surprised with the plane itself, other issues occurred during our trip","Unfortunately and at no fault of the airline, ABE was socked in with fog the Saturday we left until noon. I've never seen such a thing and I've lived here all my life. Nothing took off before that. However, our plane was stuck in WV and the later flight to Sanford left before we…",Allegiant,low-cost,USA,"['pleasantly', 'surprised', 'with', 'the', 'plane', 'itself', 'other', 'issues', 'occurred', 'during', 'our', 'and', 'at', 'no', 'fault', 'of', 'the', 'airline', 'abe', 'was', 'socked', 'in', 'with', 'fog', 'the', 'saturday', 'we', 'left', 'until', 'noon', 've', 'never', 'seen', 'such', 'thing', 'and', 've', 'lived', 'here', 'all', 'my', 'life', 'nothing', 'took', 'off', 'before', 'that', 'however', 'our', 'plane', 'was', 'stuck', 'in', 'wv', 'and', 'the', 'later', 'flight', 'to', 'sanford', 'left', 'before', 'we']",pleasantly surprised plane issues occurred fault airline abe socked fog saturday left noon ve seen thing ve lived life took plane stuck wv later flight sanford left,"{'plane issues': (-1, 'stuck'), 'fog': (-1, 'issues'), 'flight sanford': (-1, 'stuck'), 'fault': (-1, 'fault')}"
624,624, December 2019,5,Domestic,Economy,Smooth Flight,My recent flight to ABE went as smoothly as possible and the staff handling this route for Alligiant couldn’t have been better. I have traveled this route many times and it’s smooth flying makes it somewhat routine.,Allegiant,low-cost,USA,"['smooth', 'flightmy', 'recent', 'flight', 'to', 'abe', 'went', 'as', 'smoothly', 'as', 'possible', 'and', 'the', 'staff', 'handling', 'this', 'route', 'for', 'alligiant', 'couldn', 'have', 'been', 'better', 'have', 'traveled', 'this', 'route', 'many', 'times', 'and', 'it', 'smooth', 'flying', 'makes', 'it', 'somewhat', 'routine']",smooth flightmy recent flight abe went smoothly possible staff handling route alligiant couldn better traveled route times smooth flying makes somewhat routine,"{'flightmy': (1, 'smooth'), 'flying': (1, 'smooth')}"
625,625, December 2019,4,Domestic,Economy,Good flight ,This is the first time I have ever used this airline. My son moved to Florida so there will be several more trips in my future. The price was great and I can't  complain about anything. The airport was nice and everyone that worked there was polite. The flight crew was pleasant…,Allegiant,low-cost,USA,"['good', 'flight', 'this', 'is', 'the', 'first', 'time', 'have', 'ever', 'used', 'this', 'airline', 'my', 'son', 'moved', 'to', 'florida', 'so', 'there', 'will', 'be', 'several', 'more', 'trips', 'in', 'my', 'future', 'the', 'price', 'was', 'great', 'and', 'can', 'complain', 'about', 'anything', 'the', 'airport', 'was', 'nice', 'and', 'everyone', 'that', 'worked', 'there', 'was', 'polite', 'the', 'flight', 'crew', 'was', 'pleasant']",good flight time airline son moved florida trips future price great complain airport nice worked polite flight crew pleasant,"{'son': (1, 'good'), 'airport': (1, 'nice'), 'price': (-2.25, 'complain'), 'complain': (-2.25, 'complain'), 'nice': (-2.25, 'complain'), 'crew': (1, 'polite'), 'florida': (1, 'worked')}"
626,626, December 2019,5,Domestic,Economy,Las Vegas for Christmas,"There  Flight was packed, Not an empty seat. The crew was very pleasent and attentive and there seemed to be enough cabin crew to take care of that many people.",Allegiant,low-cost,USA,"['las', 'vegas', 'for', 'christmasthere', 'flight', 'was', 'packed', 'not', 'an', 'empty', 'seat', 'the', 'crew', 'was', 'very', 'pleasent', 'and', 'attentive', 'and', 'there', 'seemed', 'to', 'be', 'enough', 'cabin', 'crew', 'to', 'take', 'care', 'of', 'that', 'many', 'people']",las vegas christmasthere flight packed seat crew pleasent attentive cabin crew care people,"{'crew': (1, 'attentive')}"
627,627, December 2019,1,Domestic,Economy,Would not recommend,Never seen such poor customer service from an airline.  From the moment we walked in the door and watched the two families in front of us struggle with the service desk and end up in screaming matches we should have known.  This is truly a no frills airline and it really shows…,Allegiant,low-cost,USA,"['would', 'not', 'recommendnever', 'seen', 'such', 'poor', 'customer', 'service', 'from', 'an', 'airline', 'from', 'the', 'moment', 'we', 'walked', 'in', 'the', 'door', 'and', 'watched', 'the', 'two', 'families', 'in', 'front', 'of', 'us', 'struggle', 'with', 'the', 'service', 'desk', 'and', 'end', 'up', 'in', 'screaming', 'matches', 'we', 'should', 'have', 'known', 'this', 'is', 'truly', 'no', 'frills', 'airline', 'and', 'it', 'really', 'shows']",recommendnever seen poor customer service airline moment walked door watched families struggle service desk end screaming matches known truly frills airline shows,"{'moment': (-1, 'poor'), 'end': (-1, 'struggle'), 'recommendnever': (-1, 'struggle')}"
628,628, December 2019,4,Domestic,Economy,Better than expected,"The plane itself was much bigger than I expected. Pretty nice too. I do like that larger airlines have the free carry on option and free snacks though. Overall, I will definitely consider Allegiant Air again",Allegiant,low-cost,USA,"['better', 'than', 'expectedthe', 'plane', 'itself', 'was', 'much', 'bigger', 'than', 'expected', 'pretty', 'nice', 'too', 'do', 'like', 'that', 'larger', 'airlines', 'have', 'the', 'free', 'carry', 'on', 'option', 'and', 'free', 'snacks', 'though', 'overall', 'will', 'definitely', 'consider', 'allegiant', 'air', 'again']",better expectedthe plane bigger expected pretty nice like larger airlines free carry option free snacks overall definitely consider allegiant air,"{'plane': (1, 'better'), 'option': (1, 'free'), 'snacks': (1, 'free')}"
629,629, December 2019,4,Mexico,Economy,Apple Vacations Non-Stop Exclusive Charter Flight,"Timely boarding and friendly staff. An efficient way to get to Cancun non-stop from Pittsburgh. These Exclusive Vacation Charter flights are usually fully booked, however  the non-stop feature makes a crowded plane worth it.. FYI, none of the seats recline on Allegiant.",Allegiant,low-cost,USA,"['apple', 'vacations', 'non', 'stop', 'exclusive', 'charter', 'flighttimely', 'boarding', 'and', 'friendly', 'staff', 'an', 'efficient', 'way', 'to', 'get', 'to', 'cancun', 'non', 'stop', 'from', 'pittsburgh', 'these', 'exclusive', 'vacation', 'charter', 'flights', 'are', 'usually', 'fully', 'booked', 'however', 'the', 'non', 'stop', 'feature', 'makes', 'crowded', 'plane', 'worth', 'it', 'fyi', 'none', 'of', 'the', 'seats', 'recline', 'on', 'allegiant']",apple vacations non stop exclusive charter flighttimely boarding friendly staff efficient way cancun non stop pittsburgh exclusive vacation charter flights usually fully booked non stop feature makes crowded plane worth fyi seats recline allegiant,"{'way': (1, 'efficient'), 'plane': (-1, 'crowded'), 'apple vacations': (1, 'worth'), 'charter': (1, 'worth')}"
630,630, December 2019,4,Domestic,Economy,"On time, smooth ride, great crew!",We have flown Allegiant in the past and their pricing is great although there is a lot of nickel and diming for just about everything.   I really appreciate that (unlike the rest of the airlines) they don't come through and bother you with drinks and snacks.  They offer them for…,Allegiant,low-cost,USA,"['on', 'time', 'smooth', 'ride', 'great', 'crew', 'we', 'have', 'flown', 'allegiant', 'in', 'the', 'past', 'and', 'their', 'pricing', 'is', 'great', 'although', 'there', 'is', 'lot', 'of', 'nickel', 'and', 'diming', 'for', 'just', 'about', 'everything', 'really', 'appreciate', 'that', 'unlike', 'the', 'rest', 'of', 'the', 'airlines', 'they', 'don', 'come', 'through', 'and', 'bother', 'you', 'with', 'drinks', 'and', 'snacks', 'they', 'offer', 'them', 'for']",time smooth ride great crew flown allegiant past pricing great lot nickel diming appreciate unlike rest airlines come bother drinks snacks offer,"{'ride': (1, 'smooth'), 'crew': (1, 'great'), 'lot': (1, 'great'), 'allegiant': (1, 'appreciate'), 'snacks': (-1, 'bother')}"
631,631, December 2019,5,Domestic,Economy,Great price and awesome Veteran perks!,"We have some good options for flights fairly close, and Allegiant has been our choice lately. I want to thank the airline and point out that they have awesome benefits/ perks for active duty or military veterans. I was able to check bags and bring a pet along for FREE during the…",Allegiant,low-cost,USA,"['great', 'price', 'and', 'awesome', 'veteran', 'perks', 'we', 'have', 'some', 'good', 'options', 'for', 'flights', 'fairly', 'close', 'and', 'allegiant', 'has', 'been', 'our', 'choice', 'lately', 'want', 'to', 'thank', 'the', 'airline', 'and', 'point', 'out', 'that', 'they', 'have', 'awesome', 'benefits', 'perks', 'for', 'active', 'duty', 'or', 'military', 'veterans', 'was', 'able', 'to', 'check', 'bags', 'and', 'bring', 'pet', 'along', 'for', 'free', 'during', 'the']",great price awesome veteran perks good options flights fairly close allegiant choice lately want thank airline point awesome benefits perks active duty military veterans able check bags bring pet free,"{'perks': (1, 'awesome'), 'choice': (1.5, 'awesome'), 'flights': (1, 'good'), 'thank': (1, 'thank'), 'airline point': (1.5, 'benefits'), 'benefits': (1.5, 'benefits'), 'veterans': (1.5, 'benefits')}"
632,632, January 2020,4,Domestic,Economy,Reasonable Prices,"If you keep an eye on the flights, you can catch some great prices! But, beware they charge for bags and selection of seats!",Allegiant,low-cost,USA,"['reasonable', 'pricesif', 'you', 'keep', 'an', 'eye', 'on', 'the', 'flights', 'you', 'can', 'catch', 'some', 'great', 'prices', 'but', 'beware', 'they', 'charge', 'for', 'bags', 'and', 'selection', 'of', 'seats']",reasonable pricesif eye flights catch great prices beware charge bags selection seats,"{'pricesif': (1, 'reasonable'), 'prices': (1, 'great'), 'seats': (-1, 'beware'), 'eye flights': (-1, 'beware')}"
633,633, December 2019,4,Domestic,Economy,Easy fly,I am fine with all Allegiant  travel! We had a little issue with no gate available at West Palm but otherwise it is my airline of choice to Florida,Allegiant,low-cost,USA,"['easy', 'flyi', 'am', 'fine', 'with', 'all', 'allegiant', 'travel', 'we', 'had', 'little', 'issue', 'with', 'no', 'gate', 'available', 'at', 'west', 'palm', 'but', 'otherwise', 'it', 'is', 'my', 'airline', 'of', 'choice', 'to', 'florida']",easy flyi fine allegiant travel little issue gate available west palm airline choice florida,"{'gate': (-1, 'little'), 'travel': (-3.375, 'issue'), 'issue': (-3.375, 'issue'), 'choice': (1, 'available')}"
634,634, December 2019,4,Domestic,Economy,Quick & Easy,"That's it. Quick and easy. Sunday flight arrives in ROA a little after 8 a.m. If u dont mind early flights, this is the way to go. Only about $60-$70 each way. All in. The return flight on Thurs is equally as good. Its economy both ways and it is half the cost of gas to drive…",Allegiant,low-cost,USA,"['quick', 'easythat', 'it', 'quick', 'and', 'easy', 'sunday', 'flight', 'arrives', 'in', 'roa', 'little', 'after', 'if', 'dont', 'mind', 'early', 'flights', 'this', 'is', 'the', 'way', 'to', 'go', 'only', 'about', 'each', 'way', 'all', 'in', 'the', 'return', 'flight', 'on', 'thurs', 'is', 'equally', 'as', 'good', 'its', 'economy', 'both', 'ways', 'and', 'it', 'is', 'half', 'the', 'cost', 'of', 'gas', 'to', 'drive']",quick easythat quick easy sunday flight arrives roa little dont mind early flights way way return flight thurs equally good economy ways half cost gas drive,"{'flight': (1, 'easy'), 'roa': (-1, 'little'), 'ways': (1, 'good')}"
635,635, December 2019,5,Domestic,Economy,Good Non Stop Flight,"Recently Allegiant opened up a direct flight to Phoenix/Mesa Airport.  Flight was non stop and was 2 hours and 15 minutes.  The Airbus we rode on was had ample legroom.  While the seats do not recline,  they were comfortable, especially for an economy airline.  Ticket price for…",Allegiant,low-cost,USA,"['good', 'non', 'stop', 'flightrecently', 'allegiant', 'opened', 'up', 'direct', 'flight', 'to', 'phoenix', 'mesa', 'airport', 'flight', 'was', 'non', 'stop', 'and', 'was', 'hours', 'and', 'minutes', 'the', 'airbus', 'we', 'rode', 'on', 'was', 'had', 'ample', 'legroom', 'while', 'the', 'seats', 'do', 'not', 'recline', 'they', 'were', 'comfortable', 'especially', 'for', 'an', 'economy', 'airline', 'ticket', 'price', 'for']",good non stop flightrecently allegiant opened direct flight phoenix mesa airport flight non stop hours minutes airbus rode ample legroom seats recline comfortable especially economy airline ticket price,"{'stop': (1, 'good'), 'legroom': (1, 'ample'), 'price': (1, 'comfortable')}"
636,636, December 2019,2,Domestic,Economy,always a challenge,"It's always a challenge when we fly Allegiant.  Why do we fly this airline??  The convenience of location... However, that convenience is only good, when the plane is actually on time, and actually flies.  This most recent experience, we were supposed to fly from SBN to PGD. …",Allegiant,low-cost,USA,"['always', 'challengeit', 'always', 'challenge', 'when', 'we', 'fly', 'allegiant', 'why', 'do', 'we', 'fly', 'this', 'airline', 'the', 'convenience', 'of', 'location', 'however', 'that', 'convenience', 'is', 'only', 'good', 'when', 'the', 'plane', 'is', 'actually', 'on', 'time', 'and', 'actually', 'flies', 'this', 'most', 'recent', 'experience', 'we', 'were', 'supposed', 'to', 'fly', 'from', 'sbn', 'to', 'pgd']",challengeit challenge fly allegiant fly airline convenience location convenience good plane actually time actually flies recent experience supposed fly sbn pgd,"{'airline convenience': (1, 'convenience'), 'fly': (1.5, 'convenience'), 'convenience': (1.5, 'convenience'), 'plane': (1, 'good')}"
637,637, December 2019,5,Domestic,Economy,Great quick flight!!,"Allegiant is always consistent.  Staff are professional and friendly.  Anything you want on the flight to drink, including water, comes at a price, bottled water is $2, but hey what do you expect for such inexpensive flights?  Will definitely be flying with Allegiant again!!",Allegiant,low-cost,USA,"['great', 'quick', 'flight', 'allegiant', 'is', 'always', 'consistent', 'staff', 'are', 'professional', 'and', 'friendly', 'anything', 'you', 'want', 'on', 'the', 'flight', 'to', 'drink', 'including', 'water', 'comes', 'at', 'price', 'bottled', 'water', 'is', 'but', 'hey', 'what', 'do', 'you', 'expect', 'for', 'such', 'inexpensive', 'flights', 'will', 'definitely', 'be', 'flying', 'with', 'allegiant', 'again']",great quick flight allegiant consistent staff professional friendly want flight drink including water comes price bottled water hey expect inexpensive flights definitely flying allegiant,"{'staff': (1, 'consistent'), 'want': (1, 'friendly'), 'flights': (1, 'inexpensive')}"
638,638, December 2019,1,Domestic,Economy,Arrived 3 hours early for flight and waited 1-1/2 Hours to check in,Arrived 3 hours early for flight and waited 2 hours to check in ! Line was so long it blocked other airline lines  Absolutely ridiculous !  With three young kids .. was taking 5-7min to check in each customer an only 2 attendees,Allegiant,low-cost,USA,"['arrived', 'hours', 'early', 'for', 'flight', 'and', 'waited', 'hours', 'to', 'check', 'inarrived', 'hours', 'early', 'for', 'flight', 'and', 'waited', 'hours', 'to', 'check', 'in', 'line', 'was', 'so', 'long', 'it', 'blocked', 'other', 'airline', 'lines', 'absolutely', 'ridiculous', 'with', 'three', 'young', 'kids', 'was', 'taking', 'min', 'to', 'check', 'in', 'each', 'customer', 'an', 'only', 'attendees']",arrived hours early flight waited hours check inarrived hours early flight waited hours check line long blocked airline lines absolutely ridiculous young kids taking min check customer attendees,"{'kids': (-1, 'ridiculous')}"
639,639, December 2019,4,Domestic,Economy,First flight on Allegiant Airlines,The flight was the only non-stop from Indy to Tucson which was great. We upgraded to get additional leg space which I highly recommend for a long flight. Disappointed that even water was ala-cart. But the biggest disappointment was upon arrival in Tucson there was not a normal…,Allegiant,low-cost,USA,"['first', 'flight', 'on', 'allegiant', 'airlinesthe', 'flight', 'was', 'the', 'only', 'non', 'stop', 'from', 'indy', 'to', 'tucson', 'which', 'was', 'great', 'we', 'upgraded', 'to', 'get', 'additional', 'leg', 'space', 'which', 'highly', 'recommend', 'for', 'long', 'flight', 'disappointed', 'that', 'even', 'water', 'was', 'ala', 'cart', 'but', 'the', 'biggest', 'disappointment', 'was', 'upon', 'arrival', 'in', 'tucson', 'there', 'was', 'not', 'normal']",flight allegiant airlinesthe flight non stop indy tucson great upgraded additional leg space highly recommend long flight disappointed water ala cart biggest disappointment arrival tucson normal,"{'leg space': (1, 'great'), 'space': (1, 'upgraded'), 'cart': (-1, 'disappointed'), 'disappointment': (-1, 'disappointment')}"
640,640, December 2019,3,Domestic,Economy,"We thought we would give it a try well you get what you pay for, we can afford more so sorry never again even booked",We thought we would give it a try well you get what you pay for :(   the ticket says show up 2 hours early and when we do nothing is open till 1:30 until take off and other passengers we telling horror stories as being cut off the flight while in the lineup once the time hit 1…,Allegiant,low-cost,USA,"['we', 'thought', 'we', 'would', 'give', 'it', 'try', 'well', 'you', 'get', 'what', 'you', 'pay', 'for', 'we', 'can', 'afford', 'more', 'so', 'sorry', 'never', 'again', 'even', 'bookedwe', 'thought', 'we', 'would', 'give', 'it', 'try', 'well', 'you', 'get', 'what', 'you', 'pay', 'for', 'the', 'ticket', 'says', 'show', 'up', 'hours', 'early', 'and', 'when', 'we', 'do', 'nothing', 'is', 'open', 'till', 'until', 'take', 'off', 'and', 'other', 'passengers', 'we', 'telling', 'horror', 'stories', 'as', 'being', 'cut', 'off', 'the', 'flight', 'while', 'in', 'the', 'lineup', 'once', 'the', 'time', 'hit']",thought try pay afford sorry bookedwe thought try pay ticket says hours early open till passengers telling horror stories cut flight lineup time hit,"{'bookedwe thought': (1, 'afford'), 'thought': (-1, 'sorry')}"
641,641, December 2019,5,Domestic,Economy,Fly affordably,"The price was affordable and the crew, pilot and everyone was very kind. Make sure you pack light because there is a baggage fee and everything cost, but the flight was so inexpensive that it panned out.",Allegiant,low-cost,USA,"['fly', 'affordablythe', 'price', 'was', 'affordable', 'and', 'the', 'crew', 'pilot', 'and', 'everyone', 'was', 'very', 'kind', 'make', 'sure', 'you', 'pack', 'light', 'because', 'there', 'is', 'baggage', 'fee', 'and', 'everything', 'cost', 'but', 'the', 'flight', 'was', 'so', 'inexpensive', 'that', 'it', 'panned', 'out']",fly affordablythe price affordable crew pilot kind sure pack light baggage fee cost flight inexpensive panned,"{'crew': (1, 'affordable')}"
642,642, December 2019,5,Domestic,Economy,Efficient cost effective service,Went to visit daughter and family who live outside Raleigh. Efficient boarding and great service from staff. Great price and they treat Veterans well. Highly recommend this airline!,Allegiant,low-cost,USA,"['efficient', 'cost', 'effective', 'servicewent', 'to', 'visit', 'daughter', 'and', 'family', 'who', 'live', 'outside', 'raleigh', 'efficient', 'boarding', 'and', 'great', 'service', 'from', 'staff', 'great', 'price', 'and', 'they', 'treat', 'veterans', 'well', 'highly', 'recommend', 'this', 'airline']",efficient cost effective servicewent visit daughter family live outside raleigh efficient boarding great service staff great price treat veterans highly recommend airline,"{'cost': (1, 'efficient'), 'family': (1, 'effective'), 'veterans': (1, 'efficient'), 'staff': (1, 'great'), 'treat': (1, 'great'), 'airline': (1, 'recommend')}"
